feature,F_statistic,p_value
mfcc_delta_22_std_segmean,0.7425140509424146,0.3929705635094907
chroma_01_min_segstd,0.7230444709021027,0.3992007241106587
mfcc_40_median_segmean,0.7224802271632675,0.3993834369114744
mel_037_mean_segmean,0.7220662452434954,0.39951757045067754
chroma_06_max_segmean,0.7198738886703746,0.4002290199513969
mel_097_mean_segstd,0.7186096304179266,0.4006401385117911
mfcc_27_max_segstd,0.7164458482356503,0.40134521677069485
mfcc_delta_24_mean_segmean,0.7137004919025017,0.40224244457184577
mel_061_mean_segmean,0.7111024475332747,0.40309426253938985
mfcc_31_std_segmean,0.7095007541506939,0.40362073906554985
chroma_10_mean_segstd,0.7080983381857273,0.404082549953813
mel_072_mean_segstd,0.7028936870526172,0.40580329292496425
mfcc_delta_13_mean_segmean,0.7024177473100655,0.4059611890588437
mel_011_mean_segstd,0.6975772130911371,0.40757227073225505
mfcc_16_median_segstd,0.692050954846877,0.40942325184612177
mel_017_mean_segstd,0.6911082041923273,0.4097402714595002
mel_026_mean_segmean,0.688866211542035,0.41049566299796486
rms_std_segstd,0.6872541135228051,0.4110401124885498
mfcc_20_mean_segmean,0.6851942153274321,0.41173737020961787
mfcc_10_mean_segstd,0.6846843341120584,0.41191023403145155
mel_093_mean_segstd,0.6834739432509288,0.4123210256662069
mfcc_32_median_segmean,0.6817668249447161,0.41290144508479476
mfcc_20_std_segmean,0.6802531646562044,0.41341711461773084
mel_016_mean_segstd,0.6797067016193542,0.4136035196070534
chroma_03_std_segstd,0.6793607166694386,0.41372160440602873
mfcc_delta_34_mean_segmean,0.6746176608581791,0.41534553241163547
mfcc_19_std_segstd,0.6738804579741505,0.4155987967398892
mfcc_29_min_segstd,0.6736902749356278,0.4156641714056034
mel_019_mean_segstd,0.6725598112035742,0.4160530836508343
mfcc_19_mean_segstd,0.671103319555419,0.4165549676913545
mfcc_delta_38_mean_segmean,0.6682386768918641,0.4175447457125066
mel_036_mean_segmean,0.6637293769798476,0.4191099887210782
mfcc_03_max_segmean,0.6598336139354345,0.4204694228182821
mel_094_mean_segstd,0.658700666978814,0.4208660210315387
mel_086_mean_segstd,0.6509588548320616,0.42359137776042044
mfcc_12_median_segmean,0.6508416865102459,0.4236328305751407
mel_059_mean_segmean,0.6490176231502238,0.4242789609750871
mfcc_06_min_segstd,0.6347846320576688,0.42937275577870104
mfcc_02_min_segstd,0.633052986384937,0.42999887484328314
mel_059_mean_segstd,0.6245106421555466,0.43310822158134016
chroma_03_max_segmean,0.6202145677844434,0.4346850826699306
rms_mean_segstd,0.6190733704156517,0.43510544797956363
mfcc_delta_02_std_segstd,0.6162047430373884,0.4361649041815712
mfcc_delta_29_std_segmean,0.6133707040508959,0.4372155185046744
mel_098_mean_segstd,0.6071600146236807,0.4395316958023956
mfcc_delta_33_std_segstd,0.6053829145061423,0.4401979526237975
mel_092_mean_segstd,0.6039053583959941,0.44075310661468176
spectral_contrast_7_mean_segstd,0.6036899927904198,0.4408341159665436
mfcc_06_median_segstd,0.5942090191400432,0.444423571846502
mel_092_mean_segmean,0.5885458367116684,0.4465895450098669
mel_083_mean_segmean,0.5876689059277848,0.4469264255242533
mfcc_20_max_segmean,0.5834734314597657,0.4485437097976426
mel_091_mean_segstd,0.5746478173434015,0.4519761830319108
mel_056_mean_segstd,0.5743622610154611,0.45208793672200975
mel_003_mean_segmean,0.5727883619809464,0.45270467710445966
mfcc_delta_30_std_segmean,0.5714153384339874,0.45324379615085136
mfcc_32_median_segstd,0.5680104124339608,0.4545851606129803
mfcc_38_max_segmean,0.5667652215175146,0.45507728131602543
mel_003_mean_segstd,0.5631787517099378,0.45649947657622586
mfcc_07_mean_segmean,0.5623049877352233,0.4568470389050734
mfcc_27_min_segstd,0.5616794974204169,0.4570961039450192
mel_025_mean_segstd,0.560616304289878,0.4575199574876364
mel_089_mean_segstd,0.5598936523084825,0.45780840991893657
mfcc_delta_18_mean_segmean,0.5590958208746023,0.45812720934996515
mfcc_04_std_segstd,0.5567456111493742,0.45906838323148935
chroma_04_mean_segstd,0.5464095137531135,0.4632447535987902
mel_060_mean_segstd,0.5452738680768067,0.46370735282081865
mfcc_30_min_segstd,0.5447129553329136,0.46393611323386563
mfcc_27_mean_segmean,0.544025934601549,0.46421655383337385
mfcc_18_std_segmean,0.5424304045527933,0.4648689057805731
mfcc_39_median_segstd,0.5409209785769189,0.4654874210330468
mel_088_mean_segstd,0.5393246810154613,0.4661429865965669
mel_082_mean_segstd,0.5363107435354099,0.46738484135036423
chroma_03_mean_segstd,0.5315089029206297,0.4693745306298222
mfcc_18_max_segmean,0.5298989613014498,0.4700447185919452
chroma_05_mean_segstd,0.5297364582132468,0.47011245233574983
mfcc_delta_12_std_segstd,0.5287437948266224,0.47052655590604564
mel_062_mean_segmean,0.5286887827331371,0.47054952241165754
chroma_11_median_segstd,0.5270137418929747,0.4712496988669688
mel_082_mean_segmean,0.5247798016464441,0.4721861556243706
chroma_05_std_segstd,0.5247057319733588,0.4722172574737232
mel_085_mean_segstd,0.5234571150872929,0.47274205757346205
chroma_05_mean_segmean,0.5224802981021993,0.4731532861613656
mfcc_36_mean_segmean,0.512979051101763,0.4771840930893929
mfcc_23_median_segstd,0.5016030205889664,0.4820854558727977
mel_126_mean_segmean,0.4994421634530635,0.4830259231235793
mfcc_12_mean_segmean,0.49535887406472545,0.48481147356870447
mel_005_mean_segmean,0.4907975780470776,0.4868191500367699
mel_049_mean_segstd,0.4889027171260325,0.4876572884963179
mfcc_delta_35_std_segstd,0.48791325432668725,0.4880959143901472
chroma_03_min_segmean,0.4876743466428746,0.48820192096441867
mfcc_delta_39_std_segmean,0.4876117729108935,0.4882296921816091
mfcc_20_min_segmean,0.4875792563662553,0.48824412459128536
mel_019_mean_segmean,0.48350974801892765,0.4900560611119967
mel_056_mean_segmean,0.4829294535027836,0.49031535986958225
mel_093_mean_segmean,0.4748789618324008,0.4939367422451289
mfcc_delta_04_mean_segstd,0.4738057112256859,0.49442295582698287
mfcc_40_min_segmean,0.4733993419476971,0.4946072654405384
chroma_04_std_segstd,0.47134229537676336,0.4955420409391318
mel_053_mean_segstd,0.4678474947537078,0.4971370943809544
mel_127_mean_segmean,0.46625973491431105,0.49786466101987575
mfcc_09_std_segstd,0.46522916166117456,0.49833788148553726
mfcc_25_mean_segstd,0.46366644330831314,0.49905692540831265
mfcc_23_mean_segstd,0.45985598038573805,0.5008176962582696
mfcc_07_median_segmean,0.45889146562165195,0.5012650822789343
mfcc_29_std_segmean,0.4508464668323854,0.5050237499502124
mel_024_mean_segstd,0.4439836812754634,0.5082688713429359
mel_128_mean_segmean,0.4430154193751248,0.5087296447159319
mel_054_mean_segstd,0.4424926213427662,0.5089787353653041
mfcc_22_std_segmean,0.4415608458475653,0.5094232146084499
mfcc_31_max_segmean,0.43332480748703606,0.513381755097971
mel_096_mean_segstd,0.43231138282382964,0.5138725784141144
mfcc_37_min_segstd,0.4276064877181338,0.5161621426741947
chroma_02_max_segmean,0.4204402591929801,0.5196843807052375
chroma_11_max_segstd,0.41893585609744816,0.520429234541085
chroma_11_max_segmean,0.418935856097371,0.5204292345411231
mfcc_delta_27_std_segmean,0.4180212498541188,0.5208830018705655
spectral_contrast_2_std_segmean,0.4175975614048795,0.5210934475893969
chroma_05_median_segstd,0.41562918195135734,0.5220731358484523
mel_010_mean_segmean,0.4146212537537533,0.5225760713728925
mfcc_33_mean_segmean,0.4121246247213254,0.5238255842900876
mel_055_mean_segstd,0.4112942302492345,0.5242423688730115
mfcc_25_median_segstd,0.4104607412226053,0.5246613062226102
mfcc_delta_06_mean_segstd,0.40838398876439996,0.5257077704403748
chroma_05_max_segmean,0.40529194940800245,0.5272728199028653
chroma_08_std_segstd,0.40386800749121293,0.5279963875676367
mfcc_delta_28_mean_segmean,0.40291542981135064,0.5284814380456371
mfcc_29_mean_segstd,0.4011099015342385,0.5294030279754517
mfcc_10_max_segstd,0.39981021775269615,0.5300682281663147
mfcc_delta_38_mean_segstd,0.3992821089602267,0.5303389572039924
mfcc_21_min_segstd,0.3966895010038557,0.5316716853913148
mfcc_24_min_segstd,0.39593541524504716,0.532060468522223
chroma_04_min_segstd,0.3922159810802625,0.5339857119640039
mfcc_21_std_segstd,0.38903498340495885,0.5356423952767387
mfcc_37_median_segstd,0.385060511781897,0.5377256413548761
chroma_02_median_segstd,0.3845573242485064,0.537990455380487
mel_070_mean_segstd,0.3843378530892813,0.5381060325240692
chroma_05_std_segmean,0.3817956253019484,0.5394481625785313
mfcc_delta_34_mean_segstd,0.3772982065871872,0.5418377524331575
mfcc_delta_23_std_segmean,0.3755536341572057,0.5427699886975831
mfcc_30_std_segmean,0.3706808140511832,0.5453897667649158
mel_054_mean_segmean,0.3638147734532387,0.5491216422396826
mfcc_16_min_segmean,0.36004601741633796,0.5511905963074506
mfcc_delta_25_std_segmean,0.3578519124033213,0.5524019216254271
mfcc_35_median_segmean,0.3532677002669608,0.5549491958391506
chroma_08_min_segmean,0.3526470231037914,0.5552958061540643
mel_012_mean_segstd,0.35185723818638315,0.5557374518491923
mel_121_mean_segmean,0.3515793919845651,0.5558929826056523
mfcc_24_mean_segstd,0.3502828573914499,0.5566198510939082
mfcc_01_std_segstd,0.34772015910734794,0.5580619386260093
mel_084_mean_segstd,0.3448272314199855,0.5596985136098936
chroma_07_mean_segmean,0.34324361265543585,0.5605983191326055
mel_048_mean_segstd,0.34287846192521,0.5608061930821271
mfcc_25_min_segmean,0.3415959154361996,0.5615375082212876
mfcc_36_min_segstd,0.340146074993752,0.5623664439297904
mfcc_delta_21_mean_segmean,0.34008880285869114,0.5623992376019643
mel_029_mean_segstd,0.3389411080510334,0.5630571844782374
mfcc_16_std_segmean,0.33655947015972687,0.5644273108320415
mfcc_12_max_segstd,0.3358208380816685,0.5648535573960635
mfcc_03_min_segmean,0.33330691199880824,0.566309006069161
mfcc_delta_11_mean_segstd,0.3315600981392903,0.5673246614678995
mfcc_17_max_segstd,0.33147354658907446,0.5673750782864194
mel_026_mean_segstd,0.33097923950069646,0.5676631838749989
spectral_contrast_7_std_segstd,0.33065098231668383,0.5678546664929869
mel_071_mean_segstd,0.3294192487887111,0.5685743081965042
spectral_contrast_5_std_segstd,0.3281895312661928,0.5692945643929769
mel_040_mean_segmean,0.32679027985365006,0.5701163084281866
chroma_12_std_segmean,0.32578145146049975,0.5707102212944022
mfcc_26_median_segstd,0.3244402833303426,0.5715016845228987
mel_039_mean_segmean,0.320186824931567,0.5740262371762428
mfcc_delta_32_std_segstd,0.3197971544586005,0.5742586271863795
mfcc_39_std_segmean,0.3163757269117698,0.5763071726301543
mfcc_delta_33_mean_segstd,0.31530963716788346,0.5769484726565054
mfcc_24_median_segmean,0.3144106917338785,0.5774903407417084
mel_063_mean_segmean,0.3123446805433239,0.5787395771628248
mfcc_delta_28_std_segmean,0.31133813002506794,0.5793501708187083
mfcc_25_std_segmean,0.307030054443024,0.5819782980072097
mel_020_mean_segstd,0.3019876527142367,0.5850852865723494
mfcc_23_std_segmean,0.3016369352446877,0.5853026468520203
mel_098_mean_segmean,0.29617492980467214,0.5887092501697324
chroma_03_min_segstd,0.2952022380095451,0.5893201889112415
mfcc_06_std_segstd,0.2923418270945752,0.5911243956699991
mfcc_delta_34_std_segstd,0.2885725112395224,0.5935194521008947
mel_125_mean_segmean,0.2882115335627073,0.5937498799647555
mfcc_17_max_segmean,0.28766217921407566,0.5941009150119057
chroma_09_mean_segmean,0.28226685165812304,0.5975717138433115
mfcc_22_std_segstd,0.28188142225997187,0.5978212887338527
chroma_03_max_segstd,0.28029628568896925,0.5988500155553321
mel_041_mean_segstd,0.27699631082577064,0.6010036845829672
chroma_09_min_segmean,0.27676015203479315,0.6011584385616409
mfcc_delta_39_mean_segstd,0.2766788276735835,0.6012117496875548
mfcc_delta_18_mean_segstd,0.27493033388209837,0.602360386195919
mfcc_27_std_segmean,0.27199619278170517,0.6042984485008415
mfcc_delta_30_mean_segmean,0.26764713072516916,0.6071957788975674
mfcc_30_mean_segstd,0.2663826956258472,0.6080437558764927
mel_015_mean_segstd,0.2662789597112086,0.6081134384287523
mel_090_mean_segstd,0.2645545590565891,0.6092743034085
mel_017_mean_segmean,0.26335110746353213,0.610087312404941
mfcc_32_mean_segstd,0.2631545959323512,0.6102202920845277
mfcc_delta_31_std_segstd,0.2614894605160507,0.6113496242572919
mfcc_29_std_segstd,0.2605415503875096,0.61199455186244
rms_max_segstd,0.2601907751639272,0.6122335841055102
mfcc_04_min_segstd,0.2593937876687086,0.6127774412129986
spectral_contrast_2_mean_segmean,0.257838123281084,0.613842060455815
mfcc_23_max_segmean,0.2575427365323962,0.6140446659870127
mfcc_26_median_segmean,0.25706291168475226,0.6143740900640184
spectral_contrast_1_mean_segstd,0.2534497580429516,0.6168672331635617
mfcc_07_min_segstd,0.2516168591339879,0.618140518969218
mfcc_04_median_segmean,0.24936225881083954,0.6197147640037447
mfcc_01_max_segstd,0.24832909740000456,0.6204391365282987
mfcc_delta_08_mean_segmean,0.24831089090173677,0.620451918416147
mfcc_25_max_segmean,0.2455018527503641,0.6224310722900896
mfcc_09_min_segstd,0.24444757395314282,0.6231775328643435
mfcc_delta_30_mean_segstd,0.2431772810490953,0.6240796113089496
spectral_rolloff_std_segmean,0.24304036735009504,0.6241770136845454
mel_064_mean_segstd,0.24137700919683303,0.6253630912212693
mel_018_mean_segmean,0.2410367847406964,0.6256063188630252
mfcc_30_max_segmean,0.24097031599570856,0.6256538625450185
mfcc_delta_09_std_segstd,0.2407182935742158,0.6258342030003536
mfcc_delta_24_mean_segstd,0.23998008937056342,0.6263631189030855
mfcc_delta_27_mean_segmean,0.23707592659942425,0.6284537932235199
mfcc_14_min_segstd,0.23637965327341506,0.6289573922284865
mfcc_38_median_segmean,0.23592633555178338,0.6292857613635863
chroma_07_std_segstd,0.23416785561151546,0.6305632615362173
mel_124_mean_segmean,0.23375664707241234,0.6308628523804667
mfcc_39_min_segmean,0.23366758759911024,0.6309277806626455
chroma_01_std_segmean,0.23122533406969079,0.6327142866355011
chroma_08_median_segmean,0.23070880723211415,0.6330936169314568
mfcc_23_min_segmean,0.22883391641979273,0.6344749305955419
mfcc_32_std_segstd,0.22615272762366775,0.6364624471821381
mel_037_mean_segstd,0.22578588353861628,0.6367355073481844
mfcc_33_std_segstd,0.225724116600149,0.6367815103481145
mfcc_delta_07_std_segstd,0.22516471262416482,0.6371984979619907
mel_040_mean_segstd,0.22488609880571284,0.6374064180922612
mfcc_22_min_segmean,0.22440994171415013,0.6377621246582079
mfcc_15_median_segmean,0.22277958915610765,0.6389835773557594
mfcc_19_max_segstd,0.22002597042880648,0.6410590794276978
mfcc_26_max_segstd,0.21891091132272253,0.6419040610490129
mfcc_17_mean_segmean,0.2185170185511391,0.6422031781138133
mfcc_24_mean_segmean,0.21812819188807647,0.6424987713049031
mfcc_28_std_segmean,0.2178521858289466,0.642708791551941
mfcc_16_min_segstd,0.21778123324640564,0.6427628074831169
mfcc_35_std_segstd,0.21732220301786626,0.6431125253258763
mfcc_delta_36_mean_segstd,0.21617593731739695,0.6439877948767482
mfcc_delta_29_std_segstd,0.2150012474549289,0.6448877097543629
mel_055_mean_segmean,0.21227188589134308,0.6469902629174505
mfcc_32_max_segmean,0.21062082555057357,0.6482701392170878
mfcc_delta_17_mean_segmean,0.2063244248682883,0.6516294255220164
mfcc_31_std_segstd,0.203455292528082,0.653896385187746
mfcc_07_std_segstd,0.20152047169802093,0.6554360383260057
mfcc_05_median_segstd,0.20126014647335658,0.6556438736421923
mfcc_18_min_segstd,0.2012236474050389,0.6556730262675018
mel_038_mean_segmean,0.2002717145327075,0.656434483516124
mel_094_mean_segmean,0.2001741364171335,0.6565126598700878
mfcc_14_max_segstd,0.1999378648579488,0.656702047838395
mfcc_delta_28_std_segstd,0.19965090120240517,0.6569322501674704
mfcc_02_min_segmean,0.19365007632653083,0.6617923584893556
mel_023_mean_segstd,0.19085944261637672,0.6640832546755763
mfcc_14_mean_segstd,0.19016941450948657,0.6646527955505793
mel_083_mean_segstd,0.18860149660353911,0.6659515349919319
mel_095_mean_segmean,0.18784809325906113,0.6665778840708575
mfcc_delta_29_mean_segmean,0.18764003476427937,0.6667511190188472
mfcc_37_mean_segstd,0.18735078793943158,0.6669921435960133
mfcc_14_min_segmean,0.18495923129355737,0.6689935240461784
mfcc_21_max_segstd,0.18464892461742038,0.6692543298759774
mfcc_06_min_segmean,0.18340307947160583,0.6703040627209519
mfcc_delta_16_mean_segstd,0.1828939731630598,0.6707342466034388
mfcc_39_min_segstd,0.18198091300915445,0.6715075447401319
mfcc_delta_05_mean_segstd,0.17871153626728803,0.6742954767870455
mfcc_23_median_segmean,0.17586713444167004,0.6767456339299728
mfcc_06_median_segmean,0.17197447839446614,0.6801368992119681
mfcc_delta_24_std_segmean,0.17174919645687242,0.6803345392698493
mfcc_27_std_segstd,0.17129777610754005,0.6807310294398186
mfcc_25_min_segstd,0.1708330808601703,0.6811398204263747
mfcc_03_min_segstd,0.16884617173415306,0.6828950957828781
mel_046_mean_segmean,0.16713630604491717,0.6844153385860633
mel_033_mean_segmean,0.16409096429730122,0.6871456406662962
mel_053_mean_segmean,0.1638180207193482,0.6873917879786041
mfcc_20_std_segstd,0.1633638540264876,0.6878018975216658
chroma_06_min_segmean,0.16320494080744047,0.687945552098495
mfcc_02_mean_segstd,0.1574585962299323,0.6931958627934491
chroma_04_median_segstd,0.15738847904032793,0.6932606091619132
mfcc_36_max_segmean,0.1543704860582793,0.6960634348345597
mfcc_36_std_segmean,0.15152285273762986,0.6987372633153076
chroma_02_max_segstd,0.15001439558669122,0.7001654145993862
mfcc_05_mean_segmean,0.14995039671400465,0.7002261890464896
mfcc_delta_08_mean_segstd,0.14965418206837797,0.7005076745068793
mfcc_12_min_segstd,0.14846233138108736,0.7016435159372011
mfcc_22_mean_segmean,0.14793044080014175,0.7021521048964434
chroma_10_std_segmean,0.14696650255703247,0.7030765010381539
mfcc_26_mean_segstd,0.14459640986124717,0.7053642834435898
mfcc_delta_37_mean_segmean,0.14396513908530975,0.7059772541507675
mfcc_34_std_segstd,0.14325657671268469,0.7066671138077815
mfcc_03_mean_segstd,0.14283936852599288,0.707074224349846
mfcc_delta_26_std_segmean,0.1415858347991637,0.7083015304681207
mel_122_mean_segmean,0.14092141262155367,0.7089545726118603
mfcc_33_min_segmean,0.1407329246878627,0.7091401525830677
mel_032_mean_segstd,0.1397794398999957,0.7100811107438902
mfcc_22_median_segmean,0.13813235321776876,0.7117152314149553
mfcc_26_min_segstd,0.1378357867993317,0.712010642154681
mfcc_delta_38_std_segmean,0.13584031495960924,0.7140078220590367
mel_047_mean_segmean,0.13525073726445705,0.7146010971132385
mel_004_mean_segstd,0.13478587118314006,0.7150699164597911
mel_069_mean_segstd,0.13301904525136682,0.7168602023233273
mfcc_15_max_segstd,0.13212857149665297,0.7177676189438097
mfcc_34_median_segmean,0.12986509244993508,0.7200898888080622
mfcc_26_max_segmean,0.1296485479998093,0.7203132553420147
mfcc_04_max_segstd,0.1280762160504744,0.7219414902920602
spectral_contrast_2_std_segstd,0.12787776815375673,0.722147795357399
mfcc_17_min_segstd,0.1268296390208089,0.7232404351476958
onset_strength_std_segstd,0.12555342045912093,0.7245777548206551
spectral_contrast_6_std_segstd,0.12420481303098187,0.7259992850085343
mfcc_delta_28_mean_segstd,0.1225987416996227,0.7277035877989393
mel_034_mean_segmean,0.12235130500939749,0.7279672727136499
mfcc_35_min_segstd,0.12234239809678742,0.7279767700977849
mfcc_delta_02_mean_segmean,0.12178519063390156,0.7285716914444356
chroma_11_min_segmean,0.12101734783733349,0.7293940163251537
mfcc_05_mean_segstd,0.11876076641214338,0.7318278042620731
mel_042_mean_segmean,0.11697463286438595,0.7337726395566551
chroma_11_mean_segstd,0.1154402050554998,0.7354567163713296
mfcc_17_median_segmean,0.11467076052410445,0.7363059137958552
mfcc_24_max_segmean,0.11433079861624444,0.7366821261897343
mfcc_29_max_segmean,0.11304099220957625,0.7381151722099951
mel_036_mean_segstd,0.11254289983343022,0.7386710197660082
mfcc_18_mean_segstd,0.112390469160982,0.7388413990902263
mfcc_delta_19_mean_segmean,0.11225683603777062,0.73899087340968
mfcc_05_max_segstd,0.11181848855075187,0.7394818807478828
mel_067_mean_segstd,0.11134275453676344,0.7400159804584774
chroma_08_std_segmean,0.11030493194204193,0.741185553396013
mfcc_11_min_segstd,0.1098969319693038,0.7416470240729522
mfcc_delta_14_mean_segmean,0.10967994301813307,0.7418928386937453
mfcc_09_mean_segstd,0.10875653518867649,0.7429419495133419
mfcc_08_std_segstd,0.10827883271964729,0.7434866235734373
mfcc_delta_36_std_segmean,0.10533661627126711,0.7468710999137901
mel_063_mean_segstd,0.10421671550759828,0.7481730817840899
chroma_05_max_segstd,0.10290312138129207,0.7497101482486578
mfcc_delta_22_std_segstd,0.10210017537283522,0.7506550370044422
mel_001_mean_segstd,0.1020492789568148,0.7507150687989094
mfcc_30_median_segstd,0.10175202948847396,0.7510660019817611
chroma_07_std_segmean,0.1005714271881045,0.7524654363363588
mfcc_delta_35_mean_segstd,0.09964027856731784,0.7535755794468062
mfcc_37_max_segmean,0.09897051177487161,0.7543776327494128
mfcc_delta_14_std_segstd,0.09825483230791078,0.755237975430783
mel_123_mean_segmean,0.09720888942341978,0.7565015613185885
mel_066_mean_segstd,0.0969189794812989,0.7568531178434287
zcr_std_segmean,0.09686158265801233,0.7569227880360759
mfcc_33_max_segmean,0.0962140304022484,0.7577103848246437
mfcc_24_std_segmean,0.09490483074683356,0.7593116574850491
mel_062_mean_segstd,0.09453675408973601,0.7597640284191791
zcr_max_segmean,0.09067512847231235,0.7645693482997943
mfcc_delta_21_std_segstd,0.09053576000094289,0.7647448478897745
mfcc_14_mean_segmean,0.08984224398210106,0.7656203582992729
mfcc_38_std_segmean,0.08818216636923237,0.7677311703677977
chroma_09_median_segmean,0.08784364438731744,0.768164258008145
mfcc_31_mean_segstd,0.08754946864139122,0.7685413502356284
mfcc_28_mean_segstd,0.0846806293623256,0.7722555408030827
mel_010_mean_segstd,0.08462359050715108,0.7723300752260729
mfcc_39_mean_segstd,0.0827414158023544,0.7748050413142128
mfcc_38_mean_segmean,0.08257514779069666,0.7750251369499221
mfcc_20_mean_segstd,0.0819356757297294,0.7758738778744066
chroma_06_median_segmean,0.08157109582656014,0.7763593743592545
mel_011_mean_segmean,0.08106181415049094,0.7770395357352637
spectral_contrast_7_std_segmean,0.08050715505805649,0.7777829365634443
mfcc_13_max_segmean,0.07931538990658614,0.7793896674880997
mel_034_mean_segstd,0.07565614415208027,0.7844061837760872
mel_043_mean_segstd,0.07560802344850044,0.7844730148703407
mfcc_23_max_segstd,0.07543393332886247,0.784714986582908
mel_033_mean_segstd,0.07527006323781295,0.7849430281144273
mfcc_13_max_segstd,0.07399505403643779,0.7867265317826256
mfcc_delta_27_mean_segstd,0.07355178594346265,0.7873504500779189
chroma_09_std_segmean,0.07236735860161578,0.7890275607907599
mel_020_mean_segmean,0.07197119107373137,0.7895918069499188
mfcc_delta_15_mean_segmean,0.07017849545480434,0.7921661428014155
mel_068_mean_segstd,0.0684071560930051,0.7947446516223259
mel_025_mean_segmean,0.06838679970081397,0.7947744904794707
mfcc_16_max_segmean,0.06781829548991077,0.7956097433045053
chroma_10_min_segstd,0.0671925486825042,0.7965334361276838
chroma_05_min_segstd,0.0671697243752248,0.7965672148094602
chroma_03_median_segstd,0.065789558209812,0.7986212935898198
mel_042_mean_segstd,0.06569124143982233,0.7987684905740016
mfcc_09_median_segstd,0.06540442768810796,0.7991985724207283
mfcc_22_min_segstd,0.06349009255530456,0.8020952606336667
mfcc_17_mean_segstd,0.06149869842337712,0.8051583280783848
mfcc_36_mean_segstd,0.06141914664792816,0.8052817783297567
chroma_05_min_segmean,0.061253819767939616,0.8055386083417241
chroma_06_mean_segstd,0.06110095736944261,0.8057764030142018
mfcc_delta_15_mean_segstd,0.0606082294276046,0.8065450548610404
chroma_07_min_segmean,0.06040496365339625,0.8068631142929258
mfcc_14_median_segstd,0.058243453219424965,0.8102810738955868
mfcc_34_max_segmean,0.05779283621721177,0.8110020522823521
mfcc_03_mean_segmean,0.057423518629107856,0.8115951755213624
mfcc_27_median_segstd,0.05738351095135948,0.8116595488288529
spectral_contrast_3_mean_segmean,0.05737534390754341,0.8116726927161202
mel_004_mean_segmean,0.057114086589555295,0.8120936789614285
chroma_07_mean_segstd,0.057068806382379884,0.8121667463603928
mfcc_06_mean_segstd,0.056881244228248376,0.8124697372813068
mel_097_mean_segmean,0.05678084280879328,0.812632144545106
mfcc_25_std_segstd,0.05665957763106207,0.8128285032435771
mfcc_32_min_segmean,0.056077310430711645,0.8137744496282023
mfcc_35_mean_segstd,0.05592427278507273,0.814023934003254
mfcc_delta_19_mean_segstd,0.05563704089714972,0.8144931598981408
mel_031_mean_segstd,0.05454574640934774,0.8162876822219002
mfcc_34_min_segmean,0.053056873325873534,0.8187668203321692
mel_061_mean_segstd,0.05234320167576387,0.8199681657817807
mfcc_09_max_segmean,0.05232942697143768,0.8199914377727459
mel_014_mean_segstd,0.05228510237577023,0.8200663448817378
mfcc_delta_22_mean_segstd,0.049717731106677564,0.8244635969523575
mfcc_delta_20_std_segstd,0.049225079132397515,0.8253209332707268
mel_028_mean_segstd,0.04828365237342686,0.8269718698925269
mel_048_mean_segmean,0.04695557289280809,0.829329841250186
mfcc_04_mean_segmean,0.0469255903322428,0.8293834753788418
mfcc_delta_10_mean_segmean,0.045236465061384526,0.8324345761166642
mfcc_33_median_segmean,0.04516571731865288,0.8325636593470175
mfcc_06_mean_segmean,0.04487371683413762,0.8330975527803334
mfcc_11_std_segstd,0.04374411089811057,0.8351802186561323
mfcc_23_mean_segmean,0.04358406548379435,0.83547755843676
mel_035_mean_segstd,0.04303256788371079,0.8365065475144992
spectral_centroid_std_segmean,0.04249626286754498,0.837513812356538
mfcc_17_median_segstd,0.042463469299944906,0.8375756184030104
mel_050_mean_segmean,0.04157555576354086,0.8392586301457088
mfcc_18_std_segstd,0.04119666142670155,0.839982512350836
mfcc_31_median_segstd,0.039340626847691386,0.8435796364523278
chroma_07_median_segmean,0.038983983991576,0.8442808795947017
mfcc_27_max_segmean,0.03896725159912342,0.844313861134314
duration_s_segmean,0.0383805750914213,0.8454749594688394
mfcc_39_mean_segmean,0.03818856248602937,0.8458569745758272
mfcc_28_std_segstd,0.03705474732362044,0.8481333558582781
mel_013_mean_segstd,0.035287564731253114,0.851754647667176
mel_021_mean_segstd,0.03455407723255665,0.8532852537849803
mfcc_delta_09_mean_segmean,0.03442695587171937,0.8535522289930101
chroma_10_min_segmean,0.03346120181101968,0.8555973489304788
mfcc_36_median_segstd,0.032129053479870905,0.8584691089650462
mel_039_mean_segstd,0.03194197476120919,0.8588772915474401
mfcc_08_max_segmean,0.029962481046506104,0.8632742274143164
mfcc_delta_27_std_segstd,0.029045410895674986,0.8653619929183132
onset_strength_max_segstd,0.02866154768659254,0.8662459469144957
mfcc_34_mean_segmean,0.028360924158425487,0.8669424805015326
mel_049_mean_segmean,0.027899625924650402,0.8680187187772214
mfcc_38_min_segmean,0.027796477464446058,0.8682606199176285
mfcc_25_mean_segmean,0.02765864579324745,0.8685845808063342
mel_002_mean_segstd,0.027599630758200835,0.8687235440387983
mfcc_31_min_segmean,0.02745620688328221,0.8690619035506887
mfcc_delta_25_mean_segstd,0.027373435902468303,0.8692575868694944
mel_047_mean_segstd,0.027126560141449093,0.8698430521212482
chroma_06_std_segmean,0.026938789281549507,0.870290185649749
mfcc_29_mean_segmean,0.026931555236185237,0.8703074438624953
mfcc_delta_13_mean_segstd,0.026345573586547526,0.8717134118249827
mfcc_30_min_segmean,0.025790280422794253,0.8730606419975439
