feature,F_statistic,p_value
mfcc_10_std_segstd,1.7176317954698328,0.19598647342720688
mfcc_delta_36_std_segstd,1.713180638070178,0.19655723551351362
mel_118_mean_segmean,1.7008475549415303,0.19814914340789178
mfcc_20_max_segstd,1.6973217580786821,0.1986070859949139
mel_085_mean_segmean,1.6972350031321894,0.19861837006336874
spectral_contrast_4_std_segstd,1.6915184014742413,0.1993636218696469
mfcc_35_max_segstd,1.6407536153870783,0.20613172302122323
mel_100_mean_segmean,1.6381380809727677,0.20648789171014814
mel_070_mean_segmean,1.6214011365354237,0.20878476161752005
mfcc_11_median_segmean,1.6109700340425426,0.2102319313795823
mfcc_delta_17_std_segstd,1.5919934172327792,0.21289603930802165
mfcc_13_median_segmean,1.5900683214813005,0.21316858836896208
mel_076_mean_segmean,1.5654861384488803,0.21668649323323733
mel_074_mean_segmean,1.551423383081882,0.21873083289667708
mel_075_mean_segstd,1.5502119527347236,0.2189080416690956
chroma_10_max_segmean,1.5439196206747583,0.21983131656637053
chroma_10_max_segstd,1.5439196206747552,0.21983131656637098
mfcc_11_mean_segmean,1.5428123878635447,0.2199942733901405
mfcc_09_mean_segmean,1.5413300896165323,0.22021266183489208
mfcc_delta_29_mean_segstd,1.5411025859012772,0.2202462036549138
chroma_06_std_segstd,1.5265555786882454,0.22240397749923374
mel_073_mean_segmean,1.524868598810391,0.22265588171793996
mel_080_mean_segstd,1.520083518615705,0.22337230830076077
mfcc_27_median_segmean,1.51961346223477,0.22344283798483403
chroma_12_mean_segstd,1.5149753112723339,0.22414023722813853
mel_052_mean_segstd,1.5148665685886409,0.22415661996483638
rms_max_segmean,1.5056833413140334,0.22554544944156701
mfcc_delta_10_mean_segstd,1.4981500006288315,0.2266926596098057
mfcc_08_max_segstd,1.4976057349724539,0.22677582039717623
mel_079_mean_segstd,1.4905724196652335,0.22785385655547008
mfcc_delta_39_mean_segmean,1.4818339701304324,0.22920205346140907
mfcc_16_mean_segmean,1.4797672669403068,0.22952234744596026
mfcc_delta_40_std_segmean,1.4710036895803988,0.23088665985204213
mel_099_mean_segstd,1.4700844078683866,0.23103035268755603
mfcc_delta_13_std_segstd,1.4698191769439963,0.2310718314265569
mel_079_mean_segmean,1.461643746361411,0.23235488740204918
mfcc_35_median_segstd,1.4614464990894265,0.23238595207516619
mfcc_33_median_segstd,1.4491755163489455,0.23432866031961738
spectral_contrast_5_mean_segstd,1.4482498997387763,0.23447601495138493
mfcc_03_std_segstd,1.447167744156528,0.23464843548228984
mel_101_mean_segmean,1.445029036671051,0.23498965909317657
mfcc_19_min_segstd,1.4394830603761186,0.23587736893680353
mfcc_07_mean_segstd,1.427130069327536,0.23786962768930292
mel_009_mean_segstd,1.4260951647274298,0.2380374807324462
mel_072_mean_segmean,1.4170846340708327,0.23950515008359394
mel_077_mean_segstd,1.414333566528479,0.23995549427466556
chroma_08_min_segstd,1.4073234946899713,0.24110779994771045
mfcc_delta_26_mean_segmean,1.3910150375824735,0.2438153458749913
mel_067_mean_segmean,1.3867930757283722,0.24452245066681996
mel_080_mean_segmean,1.3772368217773032,0.246132439937073
mfcc_18_min_segmean,1.3728574838516623,0.2468746757567568
chroma_07_max_segstd,1.3722963221967532,0.24696998698132872
spectral_bandwidth_mean_segstd,1.3603390789726275,0.2490118737325766
mfcc_38_median_segstd,1.3479088357869975,0.2511570172810691
chroma_06_median_segstd,1.339693328690863,0.25258754923698384
mfcc_30_median_segmean,1.3381015620504688,0.252865900330637
mel_069_mean_segmean,1.3343516264784567,0.25352317563299814
mel_028_mean_segmean,1.3308540959780972,0.254138149167666
mfcc_16_std_segstd,1.3259784782441295,0.25499857077780586
mfcc_20_median_segstd,1.308525837344789,0.25810878199601983
mfcc_22_mean_segstd,1.306047844407782,0.2585542564712115
mfcc_delta_20_std_segmean,1.3018163219027596,0.25931721642276395
chroma_01_std_segstd,1.298488153505227,0.2599192997199317
mfcc_31_min_segstd,1.2845760757256062,0.2624553182871685
spectral_contrast_1_std_segmean,1.2831087280296294,0.26272462480676884
mel_068_mean_segmean,1.2771954991009706,0.2638134575666231
mel_032_mean_segmean,1.2746904377786592,0.2642764548908216
mfcc_14_std_segstd,1.273098185524479,0.26457127922357787
chroma_12_max_segstd,1.2674825174825173,0.2656144300351873
chroma_12_max_segmean,1.2674825174825168,0.2656144300351874
mfcc_delta_11_std_segstd,1.256295012204495,0.26770823732577465
mel_078_mean_segstd,1.2522568376427679,0.2684691680363801
mfcc_01_min_segstd,1.2409649577746822,0.27061164399325216
mfcc_10_min_segstd,1.2390901502770566,0.27096947370030416
spectral_centroid_mean_segmean,1.2359914561678118,0.2715622241926165
mel_091_mean_segmean,1.2208082078559968,0.2744907452409466
mfcc_delta_26_mean_segstd,1.219351438896707,0.27477384796656196
mfcc_delta_07_mean_segmean,1.2043327039654912,0.27771450153659344
mel_077_mean_segmean,1.2034998614425627,0.27787875235796494
mel_074_mean_segstd,1.2016075328443148,0.27825241689819236
mfcc_29_median_segstd,1.200707133568998,0.2784304393271683
chroma_08_median_segstd,1.2005091485021193,0.2784696036027459
mfcc_38_mean_segstd,1.1991833877952054,0.27873204085047654
mel_076_mean_segstd,1.1969326157894944,0.2791783158893997
mel_099_mean_segmean,1.196250176976972,0.27931380922569443
mel_073_mean_segstd,1.1960935033622355,0.2793449276056218
chroma_09_min_segstd,1.1872446754238817,0.28110975232205226
mfcc_delta_23_mean_segmean,1.1804817242001313,0.2824682761723376
mfcc_28_min_segstd,1.1759579594939458,0.2833817353988432
chroma_01_max_segstd,1.1746323730085473,0.2836501272934977
mfcc_36_median_segmean,1.173415272495327,0.2838968436340306
mel_081_mean_segmean,1.1714464435710947,0.28429652976161507
mel_051_mean_segstd,1.1640425596566577,0.28580610855069977
mfcc_delta_04_std_segstd,1.1564585510206908,0.2873632037674282
mel_119_mean_segmean,1.1518309134538183,0.288318729580393
mfcc_36_min_segmean,1.1464493058370426,0.28943513632927664
mel_007_mean_segstd,1.145276576697291,0.2896791629703818
mfcc_32_mean_segmean,1.1326273040527886,0.2923283883139515
mfcc_05_min_segstd,1.1233605012743697,0.2942892826971162
